menu,price,genre,name,adress,tel,lat,lng,url
ヱビスビール 小瓶,780,和食,北陸越前　はれや別邸,大阪府大阪市北区曽根崎新地１-5-21　松木興産ビル5F,06-6341-8089,34.6979791,135.497262,https://www.hotpepper.jp/strJ001169661/
ヱビスビール 生,3080,ダイニングバー・バル,BBQ33（ビービーキューサンジュウサン）,大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,050-3154-8299,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001051422/
ヱビスビール(生),792,ダイニングバー・バル,GOOD EAT TABLE,大阪府大阪市北区大深町3-1　グランフロント大阪北館6F,050-3155-4146,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001051423/
ヱビスビール(生),792,ダイニングバー・バル,BBQ33（ビービーキューサンジュウサン）,大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,050-3154-8299,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001051422/
ヱビスビール/エーデルピルス,450,居酒屋,よしたろう,大阪府大阪市北区西天満６-6-6ロイヤルメゾン西天満,06-6364-1212,34.6985684,135.504737,https://www.hotpepper.jp/strJ001026436/
ヱビスビール中びん,504,居酒屋,七輪焼お魚くわえたどら猫,大阪府大阪市北区堂山町１５‐１２,06-6367-5177,34.7045903,135.502592,https://www.hotpepper.jp/strJ000635954/
ヱビスビール中瓶,660,和食,土山人　阪急３２番街,大阪府大阪市北区角田町8-47　阪急グランドビル28Ｆ　店舗番号2804号,050-5449-4535,34.7029862,135.4990478,https://www.hotpepper.jp/strJ001231252/
ヱビスビール瓶,638,居酒屋・ダイニングバー・バル,海鮮×牛肉寿司×食べ放題 okiumiya 梅田店,大阪府大阪市北区兎我野町13-2 平田第一レジャービル,050-5449-0355,34.700214,135.5029142,https://www.hotpepper.jp/strJ001227006/
ヱビスビール生,620,和食,雲仙,大阪府大阪市北区芝田１-1-3 阪急三番街南館B2F,06-6373-3588,34.7042385,135.4984654,https://www.hotpepper.jp/strJ000014608/
ヱビスピッチャー(1.8L),2500,イタリアン・フレンチ,KOHOKU,大阪府大阪市北区鶴野町２－８　鶴野ビル1F,06-6359-0630,34.7069682,135.5008705,https://www.hotpepper.jp/strJ000012619/
ヱビスプレミアムブラック,680,イタリアン・フレンチ・ダイニングバー・バル,MAMMA PARMA　グランフロント大阪梅田店,大阪府大阪市北区大深町3-1グランフロント大阪北館6F,050-5452-5557,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001182474/
ヱビスマイスター (ドラフト),800,バー・カクテル,Bar 358,大阪府大阪市北区曾根崎新地1-2-10　第三鈴木ビル1F,06-6347-5010,34.6972792,135.4977038,https://www.hotpepper.jp/strJ001160051/
ヱビス中瓶,935,和食,鮨　Matsui　はなれ　大阪梅田店,大阪府大阪市北区曽根崎２-5-22 パティオ曽根崎505,050-5852-1105,34.6994706,135.5011466,https://www.hotpepper.jp/strJ001294070/
ヱビス中瓶,550,居酒屋,かっぽうぎ　芝田東店,大阪府大阪市北区芝田２-2-5,06-6359-5489,34.7052712,135.4959733,https://www.hotpepper.jp/strJ001200825/
ヱビス中瓶,550,居酒屋・ダイニングバー・バル,大衆海鮮　レトロ寿司酒場　えびすちゃん　梅田　お初天神店,大阪府大阪市北区曽根崎２-13-18,050-5841-8628,34.7011432,135.5003382,https://www.hotpepper.jp/strJ001291620/
ヱビス中瓶,550,居酒屋,かっぽうぎ　ドーチカ店,大阪府大阪市北区曽根崎新地１堂島地下街,06-6348-1000,34.6962688,135.4942612,https://www.hotpepper.jp/strJ001224907/
ヱビス中瓶,550,居酒屋・和食,大漁個室　海鮮　最大160品食べ飲み放題　エビスちゃん酒場　梅田店,大阪府大阪市北区曽根崎２-13-18,050-5841-8635,34.7011432,135.5003382,https://www.hotpepper.jp/strJ001291621/
ヱビス大瓶,748,居酒屋・和食,なかの食鶏　梅田東通り店,大阪府大阪市北区小松原町4-32 北大阪東通りビル２F,050-5841-6550,34.7028375,135.5013676,https://www.hotpepper.jp/strJ001292678/
ヱビス樽生(中),616,居酒屋,瓦そばすずめ,大阪府大阪市北区太融寺町1-9,050-5348-6834,34.7015459,135.505225,https://www.hotpepper.jp/strJ001201247/
ヱビス瓶ビール(中),550,和食,さち福や　ナビオ店,大阪府大阪市北区角田町7-10　HEPナビオ7Ｆ,050-5366-9951,34.7033005,135.4998983,https://www.hotpepper.jp/strJ001224926/
ヱビス瓶ビール(中),561,居酒屋,瓦そばすずめ,大阪府大阪市北区太融寺町1-9,050-5348-6834,34.7015459,135.505225,https://www.hotpepper.jp/strJ001201247/
ヱビス生ビール,550,カラオケ・パーティ,Billiard＆DartsBar Nove,大阪府大阪市北区小松原町1-20,06-6361-4536,34.7024379,135.5011881,https://www.hotpepper.jp/strJ000876016/
ヱビス生ビール,418,ダイニングバー・バル,ルーフトップバー＆ビアガーデン　BB8（ビービ―エイト）,大阪府大阪市北区豊崎３－１４－９　WBFビル7階,06-6110-5295,34.7105169,135.4981272,https://www.hotpepper.jp/strJ001144712/
ヱビス生ビール,700,和食,ふくふく,大阪府大阪市北区西天満２－９－７,06-6312-2929,34.6965448,135.5021887,https://www.hotpepper.jp/strJ000445931/
ヱビス生ビール,528,イタリアン・フレンチ・ダイニングバー・バル,センバキッチン グリーンハウス 　梅田　ハービスプラザ店,大阪府大阪市北区梅田２丁目5番25号 ハービスプラザ B2,050-5348-8197,34.6984253,135.4926758,https://www.hotpepper.jp/strJ001201835/
ヱビス生中,680,居酒屋,博多漁家　磯貝　グランフロント大阪店,大阪府大阪市北区大深町4番20号グランフロント大阪南館7階,06-6485-7290,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001042575/
ヱビス福梅,550,和食,お菜屋 わだ家 大阪お初天神店,大阪府大阪市北区曽根崎２‐８‐９ 八幸ビル１Ｆ,06-6131-0500,34.6996825,135.500852,https://www.hotpepper.jp/strJ000689869/
ヱビス福梅,530,創作料理,料理酒房　しょうち　梅田店,大阪府大阪市北区太融寺町８‐１０　梅田高速ビルＢ１Ｆ,06-6362-7677,34.7014643,135.5021961,https://www.hotpepper.jp/strJ000741908/
ヱビス福梅,490,ダイニングバー・バル,日本酒＆ワインバル　リール食堂,大阪府大阪市北区堂山町7-16　喜多八ビル1F,050-5816-1985,34.703613,135.5022763,https://www.hotpepper.jp/strJ001127272/
ヱビス福梅,600,居酒屋,炭焼き屋　ひだまり,大阪府大阪市北区曽根崎２‐7－11,050-5499-4921,34.6999255,135.500493,https://www.hotpepper.jp/strJ003410559/
ヱビス福梅 (グラス),600,焼肉・ホルモン,アジヨシ　梅田東通り店,大阪府大阪市北区堂山町6-1,050-5452-5431,34.7029964,135.5034174,https://www.hotpepper.jp/strJ000768896/
ヱビス黒,600,イタリアン・フレンチ,KOHOKU,大阪府大阪市北区鶴野町２－８　鶴野ビル1F,06-6359-0630,34.7069682,135.5008705,https://www.hotpepper.jp/strJ000012619/
ヱビス黒 小瓶,528,居酒屋・和食,なかの食鶏　梅田東通り店,大阪府大阪市北区小松原町4-32 北大阪東通りビル２F,050-5841-6550,34.7028375,135.5013676,https://www.hotpepper.jp/strJ001292678/
ヱビス黒 小瓶,528,居酒屋・焼肉・ホルモン,なかの食鶏　梅田お初曽根崎店,大阪府大阪市北区曽根崎２丁目13-1,050-5831-0635,34.7008772,135.500283,https://www.hotpepper.jp/strJ001281749/
ヱビス黒(小ビン),600,ダイニングバー・バル,北新地　乾杯,大阪府大阪市北区堂島１－３－２９ 日宝新地レジャービル1F,06-6225-7358,34.6968686,135.4979063,https://www.hotpepper.jp/strJ001200257/
・キリンクラシックラガー・アサヒスーパードライ・サッポロラガー赤ラベル,720,和食,北新地 平八,大阪府大阪市北区堂島１-3-14 堂島平八ビル2F,06-6343-2711,34.6965052,135.4971543,https://www.hotpepper.jp/strJ000717696/
・キリンラガービール♪,418,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・キリン一番搾り スタウト♪,418,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・キリン一番搾り プレミアム♪,473,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・キリン一番搾り♪,418,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・コロナビール♪,748,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・ハイネケン♪,748,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・ハートランドビール♪,418,ダイニングバー・バル・居酒屋,ビアバル　アレグレ,大阪府大阪市北区小松原町　1-11　田園ビル2F,050-5572-1176,34.7024565,135.5007466,https://www.hotpepper.jp/strJ000043279/
・プレミアムモルツ,770,和食,北新地 平八,大阪府大阪市北区堂島１-3-14 堂島平八ビル2F,06-6343-2711,34.6965052,135.4971543,https://www.hotpepper.jp/strJ000717696/
一口ビール サントリーのマスターズドリーム,385,和食,大和屋　三玄　大阪梅田ヒルトンプラザ・ウエスト店,大阪府大阪市北区梅田２-2-2　ヒルトンプラザウエスト5Ｆ,050-5258-1266,34.6999702,135.4952544,https://www.hotpepper.jp/strJ001239139/
一番搾り生ビール 中ジョッキ,493,居酒屋,白木屋　大阪梅田茶屋町口駅前店,大阪府大阪市北区茶屋町３－２  チロル茶屋町ビル　５Ｆ,06-6374-5688,34.7062264,135.4989557,https://www.hotpepper.jp/strJ000020291/
中グラス サントリーのマスターズドリーム,990,和食,大和屋　三玄　大阪梅田ヒルトンプラザ・ウエスト店,大阪府大阪市北区梅田２-2-2　ヒルトンプラザウエスト5Ｆ,050-5258-1266,34.6999702,135.4952544,https://www.hotpepper.jp/strJ001239139/
中ジョッキ  アサヒスーパードライ,539,居酒屋,とりかわ竹乃屋　駅マルシェ大阪店,大阪府大阪市北区梅田３-1-1,050-5852-3189,34.7030748,135.4952711,https://www.hotpepper.jp/strJ001294828/
中瓶 スーパードライ,480,居酒屋,鬼やんま。,大阪府大阪市北区曽根崎１－６－２３,06-6363-4666,34.6990444,135.5040409,https://www.hotpepper.jp/strJ000024905/
中瓶(アサヒ熟撰/ヱビス),700,和食,玄,大阪府大阪市北区堂島１‐２‐２堂栄ビル１Ｆ,06-6344-5655,34.6962122,135.4995908,https://www.hotpepper.jp/strJ000742268/
中瓶ビール(アサヒスーパードライ),605,洋食,鉄板焼きダイニング　foods grill　焼栄（しょうえい）,大阪府大阪市北区梅田２-4-43浪漫倶楽部ビル2階,050-5852-0849,34.6989553,135.4947399,https://www.hotpepper.jp/strJ001018054/
伝説の赤星 サッポロラガー (中瓶),539,居酒屋・和食,天ぷら海鮮 米福 西梅田店,大阪府大阪市北区堂島１-５-１７ 堂島グランドビル１F,050-5366-4164,34.6960735,135.4961021,https://www.hotpepper.jp/strJ001223167/
俺のマグナム スーパードライドライプレミアム,2000,和食,讃岐うどん今雪,大阪府大阪市北区神山町3‐10　清覚ビル1Ｆ,06-6316-0826,34.7031433,135.5059893,https://www.hotpepper.jp/strJ001034265/
大ビン(アサヒスーパードライ),540,居酒屋,呑処　はせがわ,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B1F,050-5877-3930,34.6988257,135.4992804,https://www.hotpepper.jp/strJ003323815/
大ビン(サッポロ赤星),550,居酒屋,呑処　はせがわ,大阪府大阪市北区梅田１-1-3 大阪駅前第3ビル B1F,050-5877-3930,34.6988257,135.4992804,https://www.hotpepper.jp/strJ003323815/
大瓶 サッポロ/キリン,580,居酒屋,立ち飲み海,大阪府大阪市北区堂山町8-16  幸楽レジャービル1F,06-6363-0010,34.7036583,135.5028313,https://www.hotpepper.jp/strJ001264319/
奥播磨 黒ラベル,990,和食,串揚げ　和や,大阪府大阪市北区曽根崎新地１－３－２９　リップルMAXビル１階,06-6348-1138,34.6976031,135.4967465,https://www.hotpepper.jp/strJ001222905/
小グラス サントリーのマスターズドリーム,660,和食,大和屋　三玄　大阪梅田ヒルトンプラザ・ウエスト店,大阪府大阪市北区梅田２-2-2　ヒルトンプラザウエスト5Ｆ,050-5258-1266,34.6999702,135.4952544,https://www.hotpepper.jp/strJ001239139/
小瓶 キリンラガー,770,洋食,鉄板焼Atout堂島,大阪府大阪市北区堂島１－3－20　天風ビル2階,050-5499-0909,34.6969782,135.4972803,https://www.hotpepper.jp/strJ003365040/
小瓶 スーパードライ,770,洋食,鉄板焼Atout堂島,大阪府大阪市北区堂島１－3－20　天風ビル2階,050-5499-0909,34.6969782,135.4972803,https://www.hotpepper.jp/strJ003365040/
小瓶ビール(サッポロ黒ラベル),700,和食,肉炭馨　和衷,大阪府大阪市北区曽根崎新地１-3-3　好陽ビル202,050-5287-7550,34.6973226,135.4969674,https://www.hotpepper.jp/strJ001178057/
忍者ラガー,700,バー・カクテル,Dining Bar M's,大阪府大阪市北区曽根崎2-14-10梅田ロイヤルビル7F,050-5223-1089,34.7009347,135.5007048,https://www.hotpepper.jp/strJ001037097/
樽生アサヒスーパードライ,726,アジア・エスニック料理,マンゴツリーカフェ　ルクア大阪,大阪府大阪市北区梅田３-1-3 ルクア10F,050-5356-4809,34.7029403,135.4955499,https://www.hotpepper.jp/strJ001026372/
樽生アサヒスーパードライ(グラス),500,和食・居酒屋,阪急うめだ本店　しゃぶしゃぶ・日本料理・たちばな,大阪府大阪市北区角田町８－７　阪急うめだ本店１２Ｆ,050-5877-1658,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001041523/
樽生アサヒスーパードライ(グラス),495,居酒屋,和食　たちばな　グランフロント大阪,大阪府大阪市北区大深町4-20　グランフロント大阪南館7階,050-5285-7067,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001106433/
樽生アサヒスーパードライ(ジョッキ),600,和食・居酒屋,阪急うめだ本店　しゃぶしゃぶ・日本料理・たちばな,大阪府大阪市北区角田町８－７　阪急うめだ本店１２Ｆ,050-5877-1658,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001041523/
樽生アサヒスーパードライ(ジョッキ),605,居酒屋,和食　たちばな　グランフロント大阪,大阪府大阪市北区大深町4-20　グランフロント大阪南館7階,050-5285-7067,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001106433/
樽生アサヒスーパードライ(中瓶),650,和食・居酒屋,阪急うめだ本店　しゃぶしゃぶ・日本料理・たちばな,大阪府大阪市北区角田町８－７　阪急うめだ本店１２Ｆ,050-5877-1658,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001041523/
